PubMedID,Matched_Protein_Id,Matched_Protein_Name,Other_protein,Sentence,marked_text
23924473,P05112,Interleukin-4,cytokines,"Interleukin-4 (IL4) is one of the most important cytokines involved in a variety of allergic disorders, particularly, asthma.","[E1] Interleukin-4 [/E1] (IL4) is one of the most important [E2] cytokines [/E2] involved in a variety of allergic disorders, particularly, asthma."
23944370,P01375,Tumor necrosis factor,multi-functional cytokine,"Tumor necrosis factor alpha (TNF-α) is a multi-functional cytokine that regulates a variety of signaling pathways implicated in inflammation, immunity, cell death (apoptosis), cell survival (anti-apoptosis), and even tumorigenesis.","[E1] Tumor necrosis factor [/E1] alpha (TNF-α) is a [E2] multi-functional cytokine [/E2] that regulates a variety of signaling pathways implicated in inflammation, immunity, cell death (apoptosis), cell survival (anti-apoptosis), and even tumorigenesis."
23948591,P01375,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) has been extensively studied for its preferential ability to induce apoptosis of cancer cells.,[E1] Tumor necrosis factor [/E1] (TNF)-related [E2] apoptosis-inducing ligand [/E2] (TRAIL) has been extensively studied for its preferential ability to induce apoptosis of cancer cells.
23948591,P01375,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) has been extensively studied for its preferential ability to induce apoptosis of cancer cells.,[E1] Tumor necrosis factor [/E1] (TNF)-related apoptosis-inducing ligand ([E2] TRAIL [/E2]) has been extensively studied for its preferential ability to induce apoptosis of cancer cells.
23968277,P01375,Tumor necrosis factor,TNF family,"Tumor necrosis factor (TNF)-like weak inducer of apoptosis (TWEAK), a member of the TNF family, has been implicated as a pro-inflammatory cytokine in many types of autoimmune and infectious diseases.","[E1] Tumor necrosis factor [/E1] (TNF)-like weak inducer of apoptosis (TWEAK), a member of the [E2] TNF family [/E2], has been implicated as a pro-inflammatory cytokine in many types of autoimmune and infectious diseases."
23968277,P01375,Tumor necrosis factor,pro-inflammatory cytokine,"Tumor necrosis factor (TNF)-like weak inducer of apoptosis (TWEAK), a member of the TNF family, has been implicated as a pro-inflammatory cytokine in many types of autoimmune and infectious diseases.","[E1] Tumor necrosis factor [/E1] (TNF)-like weak inducer of apoptosis (TWEAK), a member of the TNF family, has been implicated as a [E2] pro-inflammatory cytokine [/E2] in many types of autoimmune and infectious diseases."
23979832,P14210,Hepatocyte growth factor,HAI-1,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) is a Kunitz-type serine protease inhibitor which is widely expressed in epithelial cells.,[E1] Hepatocyte growth factor [/E1] activator inhibitor type 1 ([E2] HAI-1 [/E2]) is a Kunitz-type serine protease inhibitor which is widely expressed in epithelial cells.
23979832,P14210,Hepatocyte growth factor,Kunitz-type serine protease inhibitor,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) is a Kunitz-type serine protease inhibitor which is widely expressed in epithelial cells.,[E1] Hepatocyte growth factor [/E1] activator inhibitor type 1 (HAI-1) is a [E2] Kunitz-type serine protease inhibitor [/E2] which is widely expressed in epithelial cells.
23981355,P01375,Tumor necrosis factor,apoptosis-inducing ligand,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a promising antitumor agent that specifically induces apoptosis in broad-spectrum tumor cell lines, meanwhile leaving normal cells unaffected.","[E1] Tumor necrosis factor [/E1] (TNF)-related [E2] apoptosis-inducing ligand [/E2] (TRAIL) is a promising antitumor agent that specifically induces apoptosis in broad-spectrum tumor cell lines, meanwhile leaving normal cells unaffected."
23981355,P01375,Tumor necrosis factor,TRAIL,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a promising antitumor agent that specifically induces apoptosis in broad-spectrum tumor cell lines, meanwhile leaving normal cells unaffected.","[E1] Tumor necrosis factor [/E1] (TNF)-related apoptosis-inducing ligand ([E2] TRAIL [/E2]) is a promising antitumor agent that specifically induces apoptosis in broad-spectrum tumor cell lines, meanwhile leaving normal cells unaffected."
23985377,Q969D9,Thymic stromal lymphopoietin,cytokine,Thymic stromal lymphopoietin (TSLP) is a cytokine with multiple effects on the body.,[E1] Thymic stromal lymphopoietin [/E1] (TSLP) is a [E2] cytokine [/E2] with multiple effects on the body.
23985572,P05231,Interleukin-6,pro-inflammatory cytokine,Interleukin-6 (IL-6) is an important pro-inflammatory cytokine involved in many autoimmune and inflammatory diseases.,[E1] Interleukin-6 [/E1] (IL-6) is an important [E2] pro-inflammatory cytokine [/E2] involved in many autoimmune and inflammatory diseases.
23992648,P09919,Granulocyte colony-stimulating factor,major growth factor,Granulocyte colony-stimulating factor (G-CSF) is a major growth factor in the activation and differentiation of granulocytes.,[E1] Granulocyte colony-stimulating factor [/E1] (G-CSF) is a [E2] major growth factor [/E2] in the activation and differentiation of granulocytes.
23993981,P05231,Interleukin-6,proinflammatory cytokine,"Interleukin-6 (IL-6) is an important proinflammatory cytokine, and some studies have demonstrated that IL-6 promoter polymorphisms (-174G/C and -572G/C) may be associated with intracranial aneurysms.","[E1] Interleukin-6 [/E1] (IL-6) is an important [E2] proinflammatory cytokine [/E2], and some studies have demonstrated that IL-6 promoter polymorphisms (-174G/C and -572G/C) may be associated with intracranial aneurysms."
23994423,P10145,Interleukin-8,CXC chemokine,Interleukin-8 (IL-8) is a CXC chemokine that plays key regulatory roles in the immune and inflammatory responses implicated in many human diseases.,[E1] Interleukin-8 [/E1] (IL-8) is a [E2] CXC chemokine [/E2] that plays key regulatory roles in the immune and inflammatory responses implicated in many human diseases.
23996716,P35225,Interleukin-13,IgE,"Interleukin-13 (IL-13) is known to be a key regulator in immunoglobulin E (IgE) synthesis, mucus hypersecretion and airway hyperresponsiveness.","[E1] Interleukin-13 [/E1] (IL-13) is known to be a key regulator in immunoglobulin E ([E2] IgE [/E2]) synthesis, mucus hypersecretion and airway hyperresponsiveness."
24005538,P14210,Hepatocyte growth factor,multifunctional growth factor,Hepatocyte growth factor (HGF) is a multifunctional growth factor that controls cell scattering.,[E1] Hepatocyte growth factor [/E1] (HGF) is a [E2] multifunctional growth factor [/E2] that controls cell scattering.
24007426,P60568,Interleukin-2,CD4,Interleukin-2 (IL-2) therapy increased CD4 cell counts and delayed antiretroviral therapy (ART) initiation in HIV-infected patients in the Agence Nationale de Recherche sur le SIDA et les Hépatites Virales (ANRS) 119 trial.,[E1] Interleukin-2 [/E1] (IL-2) therapy increased [E2] CD4 [/E2] cell counts and delayed antiretroviral therapy (ART) initiation in HIV-infected patients in the Agence Nationale de Recherche sur le SIDA et les Hépatites Virales (ANRS) 119 trial.
24018067,P14210,Hepatocyte growth factor,tumor necrosis,Hepatocyte growth factor (HGF) responds to tumor necrosis factor- α (TNF- α) secreted by macrophages and has been suggested to function in malignant metastasis.,[E1] Hepatocyte growth factor [/E1] (HGF) responds to [E2] tumor necrosis [/E2] factor- α (TNF- α) secreted by macrophages and has been suggested to function in malignant metastasis.
24018067,P14210,Hepatocyte growth factor,α,Hepatocyte growth factor (HGF) responds to tumor necrosis factor- α (TNF- α) secreted by macrophages and has been suggested to function in malignant metastasis.,[E1] Hepatocyte growth factor [/E1] (HGF) responds to tumor necrosis factor- [E2] α [/E2] (TNF- α) secreted by macrophages and has been suggested to function in malignant metastasis.
24022823,P22301,Interleukin-10,pleiotropic immunoregulatory cytokine,Interleukin-10 (IL-10) is a pleiotropic immunoregulatory cytokine with a chondroprotective effect that is elevated in cartilage and synovium in patients with osteoarthritis.,[E1] Interleukin-10 [/E1] (IL-10) is a [E2] pleiotropic immunoregulatory cytokine [/E2] with a chondroprotective effect that is elevated in cartilage and synovium in patients with osteoarthritis.
24026573,P35225,Interleukin-13,pleiotropic TH2 cytokine,Interleukin-13 is a pleiotropic TH2 cytokine that has been shown to be central to the pathogenesis of asthma.,[E1] Interleukin-13 [/E1] is a [E2] pleiotropic TH2 cytokine [/E2] that has been shown to be central to the pathogenesis of asthma.
24038215,P01375,Tumor necrosis factor,mitogen activated protein (MAP) kinase c-jun-N-terminal kinase,Tumor necrosis factor alpha (TNF α) signals in part through the mitogen activated protein (MAP) kinase c-jun-N-terminal kinase (JNK).,[E1] Tumor necrosis factor [/E1] alpha (TNF α) signals in part through the [E2] mitogen activated protein (MAP) kinase c-jun-N-terminal kinase [/E2] (JNK).
24038215,P01375,Tumor necrosis factor,JNK,Tumor necrosis factor alpha (TNF α) signals in part through the mitogen activated protein (MAP) kinase c-jun-N-terminal kinase (JNK).,[E1] Tumor necrosis factor [/E1] alpha (TNF α) signals in part through the mitogen activated protein (MAP) kinase c-jun-N-terminal kinase ([E2] JNK [/E2]).
24056818,P09919,Granulocyte colony-stimulating factor,cytokine,Granulocyte colony-stimulating factor is the most commonly used cytokine for the mobilization of hematopoietic progenitor cells from healthy donors for allogeneic stem cell transplantation.,[E1] Granulocyte colony-stimulating factor [/E1] is the most commonly used [E2] cytokine [/E2] for the mobilization of hematopoietic progenitor cells from healthy donors for allogeneic stem cell transplantation.
24056919,P35225,Interleukin-13,Interleukin-4,"Interleukin-4 (IL-4) and Interleukin-13 (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα.","[E2] Interleukin-4 [/E2] (IL-4) and [E1] Interleukin-13 [/E1] (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα."
24056919,P35225,Interleukin-13,IL-4,"Interleukin-4 (IL-4) and Interleukin-13 (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα.","Interleukin-4 ([E2] IL-4 [/E2]) and [E1] Interleukin-13 [/E1] (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα."
24056919,P35225,Interleukin-13,cytokines,"Interleukin-4 (IL-4) and Interleukin-13 (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα.","Interleukin-4 (IL-4) and [E1] Interleukin-13 [/E1] (IL-13), key [E2] cytokines [/E2] in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα."
24056919,P35225,Interleukin-13,IL-13Rα1,"Interleukin-4 (IL-4) and Interleukin-13 (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα.","Interleukin-4 (IL-4) and [E1] Interleukin-13 [/E1] (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of [E2] IL-13Rα1 [/E2] and IL-4Rα."
24056919,P35225,Interleukin-13,IL-4Rα,"Interleukin-4 (IL-4) and Interleukin-13 (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα.","Interleukin-4 (IL-4) and [E1] Interleukin-13 [/E1] (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and [E2] IL-4Rα [/E2]."
24056919,P05112,Interleukin-4,Interleukin-13,"Interleukin-4 (IL-4) and Interleukin-13 (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα.","[E1] Interleukin-4 [/E1] (IL-4) and [E2] Interleukin-13 [/E2] (IL-13), key cytokines in the pathogenesis of allergic inflammatory disease, mediate their effects via a receptor composed of IL-13Rα1 and IL-4Rα."
